"","x"
"(Intercept)",39.1343884215283
"cg00583861",0.000586563174580653
"cg04551619",-0.0231848795207739
"cg07346648",-0.000405364263531919
"cg11135108",0.0531614304793193
"cg15564619",-0.00156531162058218
"cg18342253",-0.0243535465113649
"cg19406511",0.0227898194902479
"cg20817062",0.00754872233038302
"cg21147983",0.101864477463415
"cg25367926",-0.0536302993597587
"cg06202737",0.000629813253505892
"cg06500852",0.0152466694242053
"cg12070646",0.204060349690312
"cg13393505",0.121535401565627
"cg19302979",0.0241820284128056
"cg24541021",0.0319129113842578
"cg02573703",-0.031768340061546
"cg27182106",0.0609801264209409
"cg24789434",0.000404503083725385
"cg01930924",0.0236080119758103
"cg18779601",-0.00358183447122976
"cg21050001",0.0213701868567792
"cg26929261",-0.00776183956932652
"cg00084338",-0.0471903976285488
"cg01883425",0.00770933939612944
"cg02362020",-0.0642040355586902
"cg09363735",0.0489511046819427
"cg09645574",-0.0257092407363334
"cg13829419",0.083768882725449
"cg17719126",-0.0349906191218267
"cg17959970",0.0669081572266795
"cg19046933",0.119306118922922
"cg22481950",0.0541278456922864
"cg27246129",-0.0818917766851864
"cg01448276",0.0247214802573021
"cg08389503",-0.0280163072273166
"cg10532908",0.0190989310343711
"cg12551957",-0.0595495745837771
"cg03748310",0.00051321245431594
"cg11893955",0.0192960337404371
"cg15659713",-0.0404668272917227
"cg21044797",-0.00153061402680128
"cg21608792",-0.0644413021796001
"cg26232553",0.00985771981934934
"cg13622265",-0.0347295582092178
"cg13876222",0.00518763004195562
"cg14050824",-0.0107724129991999
"cg14384303",0.0278419890981317
"cg03677069",0.0381837999729426
"cg09287328",-0.0727112057668092
"cg12451837",0.0485673246588028
"cg13714026",0.0296843955782711
"cg13834844",-0.0045931290320857
"cg19343449",-0.0207646065393817
"cg19871722",-0.010273602324263
"cg01566127",0.0134665538666497
"cg04811534",0.0658018889247612
"cg15863552",-0.0582215842719682
"cg17446654",-0.00647570571573092
"cg17518931",0.0192166452178573
"cg19043798",-0.00116581450399642
"cg21169203",-0.0193164198800522
"cg25038954",-0.0230841509653272
"cg02158978",-0.0162375524135179
"cg13038544",0.0550714530616272
"cg24773770",0.110250786093247
"cg15975806",-0.000208355843604833
"cg18020065",-0.0920081027201302
"cg24995008",-0.0633746220225272
"cg00705661",-0.0849839338547295
"cg09312564",0.035600216105184
"cg14144229",-0.0411828576230277
"cg16717713",0.0587140771262793
"cg18554485",0.133145920425049
"cg22672067",0.0201144536217652
"cg24033558",0.0225270094369374
"cg01603508",0.016667884958578
"cg04806177",-0.026881599716711
"cg07466085",-0.0284952723200762
"cg07548791",-0.037756861032523
"cg09596260",-0.0219834646701757
"cg16757281",-0.00835790103316019
"cg03361789",0.00438865699771078
"cg04308797",-0.0076654686643595
"cg05299140",-0.0399526680538303
"cg08103988",0.0589733583350053
"cg09473315",-0.0232107687126602
"cg11001581",-0.059791513576184
"cg11636557",0.0230632802114475
"cg11969213",-0.113781594659234
"cg15094819",0.125627899253207
"cg15944684",-0.0413605005269875
"cg25876186",-0.10785208428017
"cg00378510",0.066494399902785
"cg08196968",0.000654195791370317
"cg19517476",-0.0738595126643567
"cg04288049",0.0201984129682184
"cg06207052",0.00917475120598034
"cg08686311",0.0282659417772327
"cg13283635",-0.0648864808981932
"cg22551578",0.0679383828397688
"cg24733560",-0.049710835059769
"cg06758350",0.013241598476777
"cg02923264",-0.0174908318311158
"cg16157016",0.0354179120038942
"cg27387888",0.0452467992701623
"cg00103398",-0.000845786146147217
"cg00546153",0.0966245277415637
"cg00663000",-0.0265245709178524
"cg00714874",0.00162545353780056
"cg00981443",-0.0310902175948604
"cg01003724",0.0834737027996099
"cg01233392",0.00711860755515849
"cg01598007",0.134975913415032
"cg02101812",0.000123518125685646
"cg03036777",0.0410923845875368
"cg03214385",0.0762431524059333
"cg03315764",-0.0707479471797483
"cg03516270",0.0292992334454509
"cg03681926",0.34555321254987
"cg03794445",-0.0183961290355454
"cg03946955",-0.0958370473509303
"cg03991120",0.0802224557577825
"cg04147929",0.0259332943521192
"cg04275362",-0.0835832737867033
"cg04482817",-0.076277650994882
"cg04816302",-0.0781271844779376
"cg04872603",0.101081820984624
"cg04923840",0.0508110925329913
