"","x"
"(Intercept)",37.9409649590864
"cg00349607",0.0745125103468734
"cg04551619",-0.0796341821425966
"cg20267580",0.0678049396727544
"cg19205926",0.0972011660754406
"cg22599148",0.000120214383453932
"cg21050001",0.0157062791588069
"cg02362020",-0.00563256883189742
"cg05612654",0.0251935007302261
"cg17184326",0.0316552601111872
"cg04884579",-0.0153243684313409
"cg12551957",-0.0683156454861088
"cg27413290",-0.011495956113194
"cg03732020",-0.0441391401983538
"cg19509829",-0.272039844497662
"cg25971807",0.0468263468176144
"cg06867623",0.0309766788237323
"cg16317947",0.0653387858108295
"cg16717713",0.111532672844655
"cg00485202",0.00493043900634444
"cg00687306",0.0022739269977892
"cg00078759",-0.165399411748582
"cg02199397",0.0244461088926941
"cg04767756",-0.0235052577181287
"cg06367321",0.00219885988580803
"cg09534489",-0.217867470851905
"cg09596260",-0.00910566136841812
"cg04308797",-0.098582357978025
"cg11282657",0.0344193539073472
"cg11937797",0.000423017524870688
"cg14558262",0.0253261433671525
"cg15094819",0.0498885301451486
"cg16481791",-0.105127860387398
"cg27410601",-0.127557448629708
"cg06647026",0.0285730418399085
"cg06857263",0.0501626019222554
"cg07455685",-0.0404233843040341
"cg23048215",0.0492858402443661
"cg03639897",0.000874341748329451
"cg19115805",-0.00859295619504655
"cg02175308",-0.0999808469767812
"cg03315764",-0.000216888144241548
"cg04872603",0.0080427067636927
"cg05383442",0.00282183772137827
"cg06191357",0.00559831370855087
"cg06638529",0.216350654675535
"cg06885757",0.146047904115306
"cg07161397",0.0298077479613437
"cg07538248",-0.107389014197803
"cg07813275",0.200151171301018
"cg07824636",0.0189128368073525
"cg09015905",-0.209500034645504
"cg09168997",-0.0327303459808219
"cg09649799",0.0922769779626036
"cg09771429",0.0968719377989512
"cg09818265",0.0125286223448451
"cg09874213",-0.0151330936273996
"cg10241183",-0.130793605739424
"cg11145461",-0.234946444262001
"cg11414742",-0.443286605542647
"cg11643099",0.130897866022691
"cg13577655",0.0286134414988246
"cg13782866",-0.0200988617529859
"cg14987607",0.00291701523915386
"cg15012468",0.0304829897621763
"cg15965383",-0.0983267440097133
"cg16348003",0.0336435734940647
"cg18181492",0.120776886746669
"cg19026029",0.0205951795428633
"cg20948151",0.204897312641064
"cg21283167",0.0279247161851402
"cg21864959",-0.013721607849747
"cg22716599",-0.0388275328105209
"cg23962746",-0.0225898956838984
"cg24676384",0.0638708599040709
"cg25843580",0.066379007944982
