"","x"
"cg00349607",-1.71536479831872
"cg04551619",3.08035230569563
"cg20267580",2.0700421401933
"cg19205926",0.939895073552718
"cg22599148",1.31300945817589
"cg21050001",1.52417847177164
"cg02362020",1.9100769044351
"cg05612654",1.65409806094533
"cg17184326",2.56949569367254
"cg04884579",1.69054691008917
"cg12551957",2.11890863007185
"cg27413290",3.44210223400733
"cg03732020",2.67430358025583
"cg19509829",1.31224056454974
"cg25971807",0.399795408168595
"cg06867623",0.583141719193428
"cg16317947",0.874258062137635
"cg16717713",-2.02659883613583
"cg00485202",1.73299430858985
"cg00687306",-0.591243564156365
"cg00078759",2.29263847649282
"cg02199397",-1.92802367075424
"cg04767756",0.32351584409402
"cg06367321",1.41761469335169
"cg09534489",2.88609332667011
"cg09596260",3.1645928211551
"cg04308797",3.0650940407845
"cg11282657",-3.11274363897105
"NA",NA
"cg14558262",-2.39639745869738
"cg15094819",-3.06798301278723
"cg16481791",0.949758296526838
"cg27410601",1.27148472850104
"cg06647026",1.54722235999335
"cg06857263",1.68111873156907
"cg07455685",2.90851120585527
"cg23048215",0.0387837440275428
"cg03639897",0.995497601789586
"cg19115805",-2.61042483311214
"cg02175308",-1.26532559508001
"cg03315764",-2.68469759239913
"cg04872603",1.51593378153367
"cg05383442",-0.437628660598179
"cg06191357",-2.75340601340926
"cg06638529",-0.591486613238125
"cg06885757",0.0142148785285983
"cg07161397",-0.875061113497885
"cg07538248",-3.49302902312643
"cg07813275",0.183355570248732
"cg07824636",0.637500031704968
"cg09015905",1.16883056020219
"cg09168997",0.552040091978268
"cg09649799",-1.71515379861219
"cg09771429",-0.446299681789921
"cg09818265",1.32170517218405
"cg09874213",-1.12662731651742
"cg10241183",0.09186389334185
"cg11145461",-1.44388749732473
"cg11414742",-0.664125372931414
"cg11643099",-0.415635900834562
"cg13577655",0.778061618501179
"cg13782866",-1.3154656269605
"cg14987607",0.97056506927995
"cg15012468",0.701700300247803
"cg15965383",-0.6353330952664
"cg16348003",-0.136953426983112
"cg18181492",0.611125234398758
"cg19026029",1.78679780652644
"cg20948151",0.107318849762795
"cg21283167",1.13677438545045
"cg21864959",-1.24699485128177
"cg22716599",-0.343827914180343
"cg23962746",-0.317427832691689
"cg24676384",0.742120897651321
"cg25843580",0.597428270896067
"cg26371327",0.386970816405481
"cg00551609",-1.15116486857934
"cg00880741",0.562875342432797
"cg00999152",1.03561357348959
"cg03578495",1.54072481560119
"cg06009783",1.43703516111372
"cg08471173",-0.460428769337322
"cg09399716",-0.836311971480261
"cg11430353",0.0777044755199656
"cg12919006",-2.45416015689056
"cg15016481",1.67213872455313
"cg15035324",0.962278963118901
"cg15851696",1.67443411400101
"cg17469604",1.10058870142989
"cg18258980",0.550255702367188
"cg19040077",-0.136381086134345
"cg20731529",-1.55180464304538
"cg21758126",0.827008366868504
"cg21932231",2.11508846069664
"cg22193436",-1.31259967225057
"cg23686214",-0.291668871778198
"cg24549161",-0.132052281286171
"cg00093695",1.7730978303101
"cg01373248",-0.0561738423643408
"cg02058357",0.0356264821791523
"cg02519879",1.13812350651748
"cg03004985",-0.4826853472533
"cg03018380",-0.676414822992709
"cg04906886",-0.916564915278699
"cg07056242",2.56587263153627
"cg08072840",0.501056514672537
"cg08274518",2.12496683819552
"cg08532914",-0.0975807149891843
"cg11229273",-2.1511024502649
"cg16091269",-2.88269431199857
"cg23194766",-0.939833172332849
"cg01106419",-0.077120859628292
"cg04574135",-2.67381206899851
"cg07854954",-0.0089751267924392
"cg11569478",-0.432397615161612
"cg12435758",-3.42774157880741
"cg12857541",0.912198235810013
"cg17453767",0.751827803998848
"cg21391452",-0.906982180806992
"cg27660536",-0.586411367998971
"cg02486497",-1.60112491435899
"cg04547002",-0.652076286888547
"cg05209493",-1.52298853356705
"cg05516295",1.07404502573483
"cg05982485",-2.17769735036948
"cg06213287",-2.50252754437767
"cg08391380",0.853325073401559
"cg12666403",-0.86252031527835
"cg17020834",-1.46717141069285
"cg20030243",-3.24993885567607
"cg22485938",2.09916577277066
"cg22836605",-0.0603047109626986
"cg23414262",0.838216170342553
"cg25592513",-2.90921661730077
"cg27365991",-1.77082157114058
"cg00669594",0.186519653104751
"cg02258846",-1.05358524903129
"cg02624905",-1.12963467085418
"cg04026887",-0.25875770088061
"cg05218678",-0.133485357527689
"cg05353884",-0.609687351686947
"cg05631194",-0.547818253132675
"cg06011067",1.64108663248586
"cg07380095",-2.45078268779742
"cg10443019",-0.157053868752822
"cg11171094",1.22884860299047
"cg11668876",2.70575509699226
"cg12936671",0.792702883143904
"cg14911766",-0.65952616232471
"cg17044843",0.881980005840237
"cg19279042",0.476711629321885
"cg19388032",1.48655666761603
"cg19513004",2.38650846950245
"cg22277485",0.734571754734874
"cg24102242",0.935155481839913
"cg24902920",-1.50256291630377
"cg25254074",0.655663657420057
"cg25632230",1.32218319755889
"cg25749318",-2.30980472974568
"cg27409484",-1.98040070562672
"cg00252534",-0.347706926702704
"cg02544502",-1.94521151646258
"cg04142661",-0.303623323667692
"cg08939418",-1.97886232684173
"cg15225688",1.22030853994407
"cg19229651",0.601884662916838
"cg20438404",-2.66891388816287
"cg26400325",1.41703646271562
"cg00468228",-0.720488380376042
"cg02226645",-1.48312533280625
"cg08608523",-0.175385614578853
"cg16752400",-0.124899610458152
"cg18581669",2.81680930392389
"cg24609101",-0.245557597068749
"cg13761321",-1.30034487562777
"cg13842293",0.510466609942384
"cg14400672",-0.440191552605168
"cg14550760",-0.566200381197365
"cg19989242",0.651363727562452
"cg00113050",-2.5807767494024
"cg06368618",-0.819959728180173
"cg06949629",-0.108870843134859
"cg07504977",-2.66278177763005
"cg12313969",-0.194687297375906
"cg12647587",2.09066962525689
"cg12703142",-2.98399917494456
"cg14330737",1.85873392294377
"cg15405515",-0.372128469597905
"cg22595443",-0.740745727246706
"cg22892607",0.359470670899871
"cg25580076",0.80228222552715
"cg27630957",-0.354967222315549
"cg01303055",-2.59861109049115
"cg02845204",-0.463867084869614
"cg06486098",-0.317058577326994
"cg07537750",0.843567894894478
"cg07724905",0.0470793600627011
"cg10891482",0.157993231759669
"cg11035813",-3.11555691392414
"cg13508741",0.977319789187055
"cg14183540",0.322383599316939
"cg17257587",2.67344513471034
"cg18540157",-2.07708082922696
"cg21584495",0.301068132328991
"cg23419490",0.859119705293285
"cg23879813",1.03052537711649
"cg25026627",0.396095880670369
"cg26521766",-0.311375639896948
"cg00991744",-0.111363981225264
"cg01668352",1.44689630758829
"cg05858136",0.297927752659613
"cg09226421",1.44358407584684
"cg09894284",-1.51805392225685
"cg14189750",-1.37425680996572
"cg20406728",1.19408608838604
"cg21589954",2.4039126953496
"cg22027151",0.626152052734111
"cg23131355",0.00615125674606084
"cg23771088",-1.38943254107858
"cg24428144",-1.67335945987516
"cg24953335",1.12060195243897
"cg25285440",0.24905038946003
"cg27292547",1.16388615280471
"cg08469202",0.725093413309689
"cg00898147",-0.76723752057073
"cg04219048",2.03604506609702
"cg04242464",-1.125388109819
"cg05291282",1.41222962717804
"cg07502782",1.21778668192965
"cg16092330",-1.7630822647921
"cg16336989",0.123013508937345
"cg20018782",-0.924403480023014
"cg20576094",0.414693190507645
"cg01739960",-0.028108124278222
"cg03361973",-0.789422668707459
"cg13755159",0.430673858865968
"cg17108064",-0.627092124947868
"cg25244921",1.18315461737992
"cg02707290",0.95267936148371
"cg02886263",-1.43464584188814
"cg03860982",2.59566499336803
"cg03997105",0.231764901737968
"cg06736444",0.401234173469875
"cg08441546",-1.82515514158362
"cg08442217",-2.04072765626801
"cg08776942",0.416505607503013
"cg09477740",-1.93890636351584
"cg15669092",-1.19989339808116
"cg16383109",-1.6304581578121
"cg16765487",0.0657637281263477
"cg27342781",-1.87481852624767
"cg00688810",0.347447223814985
"cg06085038",0.988202581962591
"cg10275770",-1.12729684737969
"cg10535845",-0.336877940671108
"cg15082983",1.43287189331911
"cg15132165",0.669203980138377
"cg17015522",0.850725057078925
"cg17317962",-2.28518601965009
"cg17996892",0.916384762635079
"cg22947322",0.406060032181709
"cg23526824",2.4884553340084
"cg25680014",0.185376087288256
"cg07704235",1.78141790374642
"cg21351102",-3.58431367721374
"cg04899500",0.945568560344283
"cg08121478",-1.57581202098593
"cg11335411",-1.4947736066887
"cg12570309",-0.240085249268163
"cg14017460",0.979564714950612
"cg24796852",-1.39085823143174
"cg24865623",-2.57293705609037
"cg25754059",-2.11589303998858
"cg25801292",-2.21714341823991
"cg09868035",0.308303943172296
"cg11598935",-0.267576679428285
"cg15122013",1.25210861467253
"cg17740140",0.319441156626192
"cg20239391",-0.200531703120622
"cg20306032",0.229052970711827
"cg21907993",0.528603297958596
"cg26256104",0.220085439537867
"cg15235306",0.647716957029209
"cg08415592",-1.41049543046732
"cg25036527",-0.884329216680579
"cg27029450",-0.200605524892973
